Date,Away Team,Away Code,Home Team,Home Code
"Tue, Oct 24, 2023",Los Angeles Lakers,LAL,Denver Nuggets,DEN
"Tue, Oct 24, 2023",Phoenix Suns,PHO,Golden State Warriors,GSW
"Wed, Oct 25, 2023",Houston Rockets,HOU,Orlando Magic,ORL
"Wed, Oct 25, 2023",Boston Celtics,BOS,New York Knicks,NYK
"Wed, Oct 25, 2023",Washington Wizards,WAS,Indiana Pacers,IND
"Wed, Oct 25, 2023",Atlanta Hawks,ATL,Charlotte Hornets,CHA
"Wed, Oct 25, 2023",Detroit Pistons,DET,Miami Heat,MIA
"Wed, Oct 25, 2023",Minnesota Timberwolves,MIN,Toronto Raptors,TOR
"Wed, Oct 25, 2023",Cleveland Cavaliers,CLE,Brooklyn Nets,BKN
"Wed, Oct 25, 2023",New Orleans Pelicans,NOP,Memphis Grizzlies,MEM
"Wed, Oct 25, 2023",Oklahoma City Thunder,OKC,Chicago Bulls,CHI
"Wed, Oct 25, 2023",Sacramento Kings,SAC,Utah Jazz,UTA
"Wed, Oct 25, 2023",Dallas Mavericks,DAL,San Antonio Spurs,SAS
"Wed, Oct 25, 2023",Portland Trail Blazers,POR,Los Angeles Clippers,LAC
"Thu, Oct 26, 2023",Philadelphia 76ers,PHI,Milwaukee Bucks,MIL
"Thu, Oct 26, 2023",Phoenix Suns,PHO,Los Angeles Lakers,LAL
"Fri, Oct 27, 2023",Denver Nuggets,DEN,Memphis Grizzlies,MEM
"Fri, Oct 27, 2023",Detroit Pistons,DET,Charlotte Hornets,CHA
"Fri, Oct 27, 2023",New York Knicks,NYK,Atlanta Hawks,ATL
"Fri, Oct 27, 2023",Oklahoma City Thunder,OKC,Cleveland Cavaliers,CLE
"Fri, Oct 27, 2023",Miami Heat,MIA,Boston Celtics,BOS
"Fri, Oct 27, 2023",Toronto Raptors,TOR,Chicago Bulls,CHI
"Fri, Oct 27, 2023",Houston Rockets,HOU,San Antonio Spurs,SAS
"Fri, Oct 27, 2023",Brooklyn Nets,BKN,Dallas Mavericks,DAL
"Fri, Oct 27, 2023",Los Angeles Clippers,LAC,Utah Jazz,UTA
"Fri, Oct 27, 2023",Orlando Magic,ORL,Portland Trail Blazers,POR
"Fri, Oct 27, 2023",Golden State Warriors,GSW,Sacramento Kings,SAC
"Sat, Oct 28, 2023",Chicago Bulls,CHI,Detroit Pistons,DET
"Sat, Oct 28, 2023",Memphis Grizzlies,MEM,Washington Wizards,WAS
"Sat, Oct 28, 2023",New York Knicks,NYK,New Orleans Pelicans,NOP
"Sat, Oct 28, 2023",Indiana Pacers,IND,Cleveland Cavaliers,CLE
"Sat, Oct 28, 2023",Philadelphia 76ers,PHI,Toronto Raptors,TOR
"Sat, Oct 28, 2023",Miami Heat,MIA,Minnesota Timberwolves,MIN
"Sat, Oct 28, 2023",Utah Jazz,UTA,Phoenix Suns,PHO
"Sun, Oct 29, 2023",Denver Nuggets,DEN,Oklahoma City Thunder,OKC
"Sun, Oct 29, 2023",Golden State Warriors,GSW,Houston Rockets,HOU
"Sun, Oct 29, 2023",Atlanta Hawks,ATL,Milwaukee Bucks,MIL
"Sun, Oct 29, 2023",Portland Trail Blazers,POR,Philadelphia 76ers,PHI
"Sun, Oct 29, 2023",San Antonio Spurs,SAS,Los Angeles Clippers,LAC
"Sun, Oct 29, 2023",Los Angeles Lakers,LAL,Sacramento Kings,SAC
"Mon, Oct 30, 2023",Chicago Bulls,CHI,Indiana Pacers,IND
"Mon, Oct 30, 2023",Boston Celtics,BOS,Washington Wizards,WAS
"Mon, Oct 30, 2023",Brooklyn Nets,BKN,Charlotte Hornets,CHA
"Mon, Oct 30, 2023",Portland Trail Blazers,POR,Toronto Raptors,TOR
"Mon, Oct 30, 2023",Minnesota Timberwolves,MIN,Atlanta Hawks,ATL
"Mon, Oct 30, 2023",Dallas Mavericks,DAL,Memphis Grizzlies,MEM
"Mon, Oct 30, 2023",Miami Heat,MIA,Milwaukee Bucks,MIL
"Mon, Oct 30, 2023",Golden State Warriors,GSW,New Orleans Pelicans,NOP
"Mon, Oct 30, 2023",Detroit Pistons,DET,Oklahoma City Thunder,OKC
"Mon, Oct 30, 2023",Utah Jazz,UTA,Denver Nuggets,DEN
"Mon, Oct 30, 2023",Orlando Magic,ORL,Los Angeles Lakers,LAL
"Tue, Oct 31, 2023",New York Knicks,NYK,Cleveland Cavaliers,CLE
"Tue, Oct 31, 2023",San Antonio Spurs,SAS,Phoenix Suns,PHO
"Tue, Oct 31, 2023",Orlando Magic,ORL,Los Angeles Clippers,LAC
"Wed, Nov 1, 2023",Portland Trail Blazers,POR,Detroit Pistons,DET
"Wed, Nov 1, 2023",Milwaukee Bucks,MIL,Toronto Raptors,TOR
"Wed, Nov 1, 2023",Washington Wizards,WAS,Atlanta Hawks,ATL
"Wed, Nov 1, 2023",Indiana Pacers,IND,Boston Celtics,BOS
"Wed, Nov 1, 2023",Brooklyn Nets,BKN,Miami Heat,MIA
"Wed, Nov 1, 2023",Cleveland Cavaliers,CLE,New York Knicks,NYK
"Wed, Nov 1, 2023",New Orleans Pelicans,NOP,Oklahoma City Thunder,OKC
"Wed, Nov 1, 2023",Charlotte Hornets,CHA,Houston Rockets,HOU
"Wed, Nov 1, 2023",Denver Nuggets,DEN,Minnesota Timberwolves,MIN
"Wed, Nov 1, 2023",Chicago Bulls,CHI,Dallas Mavericks,DAL
"Wed, Nov 1, 2023",Memphis Grizzlies,MEM,Utah Jazz,UTA
"Wed, Nov 1, 2023",Sacramento Kings,SAC,Golden State Warriors,GSW
"Wed, Nov 1, 2023",Los Angeles Clippers,LAC,Los Angeles Lakers,LAL
"Thu, Nov 2, 2023",Toronto Raptors,TOR,Philadelphia 76ers,PHI
"Thu, Nov 2, 2023",Detroit Pistons,DET,New Orleans Pelicans,NOP
"Thu, Nov 2, 2023",Orlando Magic,ORL,Utah Jazz,UTA
"Thu, Nov 2, 2023",San Antonio Spurs,SAS,Phoenix Suns,PHO
"Fri, Nov 3, 2023",Cleveland Cavaliers,CLE,Indiana Pacers,IND
"Fri, Nov 3, 2023",New York Knicks,NYK,Milwaukee Bucks,MIL
"Fri, Nov 3, 2023",Brooklyn Nets,BKN,Chicago Bulls,CHI
"Fri, Nov 3, 2023",Washington Wizards,WAS,Miami Heat,MIA
"Fri, Nov 3, 2023",Golden State Warriors,GSW,Oklahoma City Thunder,OKC
"Fri, Nov 3, 2023",Dallas Mavericks,DAL,Denver Nuggets,DEN
"Fri, Nov 3, 2023",Memphis Grizzlies,MEM,Portland Trail Blazers,POR
"Sat, Nov 4, 2023",Phoenix Suns,PHO,Philadelphia 76ers,PHI
"Sat, Nov 4, 2023",Charlotte Hornets,CHA,Indiana Pacers,IND
"Sat, Nov 4, 2023",Atlanta Hawks,ATL,New Orleans Pelicans,NOP
"Sat, Nov 4, 2023",Los Angeles Lakers,LAL,Orlando Magic,ORL
"Sat, Nov 4, 2023",Boston Celtics,BOS,Brooklyn Nets,BKN
"Sat, Nov 4, 2023",Sacramento Kings,SAC,Houston Rockets,HOU
"Sat, Nov 4, 2023",Utah Jazz,UTA,Minnesota Timberwolves,MIN
"Sat, Nov 4, 2023",Chicago Bulls,CHI,Denver Nuggets,DEN
"Sun, Nov 5, 2023",Phoenix Suns,PHO,Detroit Pistons,DET
"Sun, Nov 5, 2023",Toronto Raptors,TOR,San Antonio Spurs,SAS
"Sun, Nov 5, 2023",Golden State Warriors,GSW,Cleveland Cavaliers,CLE
"Sun, Nov 5, 2023",Charlotte Hornets,CHA,Dallas Mavericks,DAL
"Sun, Nov 5, 2023",Memphis Grizzlies,MEM,Portland Trail Blazers,POR
"Mon, Nov 6, 2023",Golden State Warriors,GSW,Detroit Pistons,DET
"Mon, Nov 6, 2023",San Antonio Spurs,SAS,Indiana Pacers,IND
"Mon, Nov 6, 2023",Dallas Mavericks,DAL,Orlando Magic,ORL
"Mon, Nov 6, 2023",Washington Wizards,WAS,Philadelphia 76ers,PHI
"Mon, Nov 6, 2023",Milwaukee Bucks,MIL,Brooklyn Nets,BKN
"Mon, Nov 6, 2023",Los Angeles Lakers,LAL,Miami Heat,MIA
"Mon, Nov 6, 2023",Los Angeles Clippers,LAC,New York Knicks,NYK
"Mon, Nov 6, 2023",Utah Jazz,UTA,Chicago Bulls,CHI
"Mon, Nov 6, 2023",Sacramento Kings,SAC,Houston Rockets,HOU
"Mon, Nov 6, 2023",Boston Celtics,BOS,Minnesota Timberwolves,MIN
"Mon, Nov 6, 2023",Atlanta Hawks,ATL,Oklahoma City Thunder,OKC
"Mon, Nov 6, 2023",New Orleans Pelicans,NOP,Denver Nuggets,DEN
"Wed, Nov 8, 2023",Washington Wizards,WAS,Charlotte Hornets,CHA
"Wed, Nov 8, 2023",Utah Jazz,UTA,Indiana Pacers,IND
"Wed, Nov 8, 2023",Boston Celtics,BOS,Philadelphia 76ers,PHI
"Wed, Nov 8, 2023",Los Angeles Clippers,LAC,Brooklyn Nets,BKN
"Wed, Nov 8, 2023",San Antonio Spurs,SAS,New York Knicks,NYK
"Wed, Nov 8, 2023",Phoenix Suns,PHO,Chicago Bulls,CHI
"Wed, Nov 8, 2023",Los Angeles Lakers,LAL,Houston Rockets,HOU
"Wed, Nov 8, 2023",Miami Heat,MIA,Memphis Grizzlies,MEM
"Wed, Nov 8, 2023",Detroit Pistons,DET,Milwaukee Bucks,MIL
"Wed, Nov 8, 2023",New Orleans Pelicans,NOP,Minnesota Timberwolves,MIN
"Wed, Nov 8, 2023",Cleveland Cavaliers,CLE,Oklahoma City Thunder,OKC
"Wed, Nov 8, 2023",Toronto Raptors,TOR,Dallas Mavericks,DAL
"Wed, Nov 8, 2023",Golden State Warriors,GSW,Denver Nuggets,DEN
"Wed, Nov 8, 2023",Portland Trail Blazers,POR,Sacramento Kings,SAC
"Thu, Nov 9, 2023",Milwaukee Bucks,MIL,Indiana Pacers,IND
"Thu, Nov 9, 2023",Atlanta Hawks,ATL,Orlando Magic,ORL
"Fri, Nov 10, 2023",Philadelphia 76ers,PHI,Detroit Pistons,DET
"Fri, Nov 10, 2023",Charlotte Hornets,CHA,Washington Wizards,WAS
"Fri, Nov 10, 2023",Brooklyn Nets,BKN,Boston Celtics,BOS
"Fri, Nov 10, 2023",New Orleans Pelicans,NOP,Houston Rockets,HOU
"Fri, Nov 10, 2023",Utah Jazz,UTA,Memphis Grizzlies,MEM
"Fri, Nov 10, 2023",Minnesota Timberwolves,MIN,San Antonio Spurs,SAS
"Fri, Nov 10, 2023",Los Angeles Clippers,LAC,Dallas Mavericks,DAL
"Fri, Nov 10, 2023",Los Angeles Lakers,LAL,Phoenix Suns,PHO
"Fri, Nov 10, 2023",Oklahoma City Thunder,OKC,Sacramento Kings,SAC
"Sat, Nov 11, 2023",Milwaukee Bucks,MIL,Orlando Magic,ORL
"Sat, Nov 11, 2023",Toronto Raptors,TOR,Boston Celtics,BOS
"Sat, Nov 11, 2023",Miami Heat,MIA,Atlanta Hawks,ATL
"Sat, Nov 11, 2023",Cleveland Cavaliers,CLE,Golden State Warriors,GSW
"Sun, Nov 12, 2023",Charlotte Hornets,CHA,New York Knicks,NYK
"Sun, Nov 12, 2023",Washington Wizards,WAS,Brooklyn Nets,BKN
"Sun, Nov 12, 2023",Memphis Grizzlies,MEM,Los Angeles Clippers,LAC
"Sun, Nov 12, 2023",Indiana Pacers,IND,Philadelphia 76ers,PHI
"Sun, Nov 12, 2023",Detroit Pistons,DET,Chicago Bulls,CHI
"Sun, Nov 12, 2023",Denver Nuggets,DEN,Houston Rockets,HOU
"Sun, Nov 12, 2023",Dallas Mavericks,DAL,New Orleans Pelicans,NOP
"Sun, Nov 12, 2023",Miami Heat,MIA,San Antonio Spurs,SAS
"Sun, Nov 12, 2023",Oklahoma City Thunder,OKC,Phoenix Suns,PHO
"Sun, Nov 12, 2023",Minnesota Timberwolves,MIN,Golden State Warriors,GSW
"Sun, Nov 12, 2023",Portland Trail Blazers,POR,Los Angeles Lakers,LAL
"Mon, Nov 13, 2023",New York Knicks,NYK,Boston Celtics,BOS
"Mon, Nov 13, 2023",Washington Wizards,WAS,Toronto Raptors,TOR
"Mon, Nov 13, 2023",Chicago Bulls,CHI,Milwaukee Bucks,MIL
"Mon, Nov 13, 2023",Cleveland Cavaliers,CLE,Sacramento Kings,SAC
"Tue, Nov 14, 2023",Miami Heat,MIA,Charlotte Hornets,CHA
"Tue, Nov 14, 2023",Atlanta Hawks,ATL,Detroit Pistons,DET
"Tue, Nov 14, 2023",Indiana Pacers,IND,Philadelphia 76ers,PHI
"Tue, Nov 14, 2023",Orlando Magic,ORL,Brooklyn Nets,BKN
"Tue, Nov 14, 2023",San Antonio Spurs,SAS,Oklahoma City Thunder,OKC
"Tue, Nov 14, 2023",Dallas Mavericks,DAL,New Orleans Pelicans,NOP
"Tue, Nov 14, 2023",Portland Trail Blazers,POR,Utah Jazz,UTA
"Tue, Nov 14, 2023",Los Angeles Clippers,LAC,Denver Nuggets,DEN
"Tue, Nov 14, 2023",Minnesota Timberwolves,MIN,Golden State Warriors,GSW
"Tue, Nov 14, 2023",Memphis Grizzlies,MEM,Los Angeles Lakers,LAL
"Wed, Nov 15, 2023",Dallas Mavericks,DAL,Washington Wizards,WAS
"Wed, Nov 15, 2023",New York Knicks,NYK,Atlanta Hawks,ATL
"Wed, Nov 15, 2023",Boston Celtics,BOS,Philadelphia 76ers,PHI
"Wed, Nov 15, 2023",Milwaukee Bucks,MIL,Toronto Raptors,TOR
"Wed, Nov 15, 2023",Orlando Magic,ORL,Chicago Bulls,CHI
"Wed, Nov 15, 2023",Minnesota Timberwolves,MIN,Phoenix Suns,PHO
"Wed, Nov 15, 2023",Sacramento Kings,SAC,Los Angeles Lakers,LAL
"Wed, Nov 15, 2023",Cleveland Cavaliers,CLE,Portland Trail Blazers,POR
"Thu, Nov 16, 2023",Brooklyn Nets,BKN,Miami Heat,MIA
"Thu, Nov 16, 2023",Oklahoma City Thunder,OKC,Golden State Warriors,GSW
"Fri, Nov 17, 2023",Milwaukee Bucks,MIL,Charlotte Hornets,CHA
"Fri, Nov 17, 2023",New York Knicks,NYK,Washington Wizards,WAS
"Fri, Nov 17, 2023",Philadelphia 76ers,PHI,Atlanta Hawks,ATL
"Fri, Nov 17, 2023",Detroit Pistons,DET,Cleveland Cavaliers,CLE
"Fri, Nov 17, 2023",Sacramento Kings,SAC,San Antonio Spurs,SAS
"Fri, Nov 17, 2023",Boston Celtics,BOS,Toronto Raptors,TOR
"Fri, Nov 17, 2023",Orlando Magic,ORL,Chicago Bulls,CHI
"Fri, Nov 17, 2023",Denver Nuggets,DEN,New Orleans Pelicans,NOP
"Fri, Nov 17, 2023",Los Angeles Lakers,LAL,Portland Trail Blazers,POR
"Fri, Nov 17, 2023",Phoenix Suns,PHO,Utah Jazz,UTA
"Fri, Nov 17, 2023",Houston Rockets,HOU,Los Angeles Clippers,LAC
"Sat, Nov 18, 2023",New York Knicks,NYK,Charlotte Hornets,CHA
"Sat, Nov 18, 2023",Minnesota Timberwolves,MIN,New Orleans Pelicans,NOP
"Sat, Nov 18, 2023",Miami Heat,MIA,Chicago Bulls,CHI
"Sat, Nov 18, 2023",Dallas Mavericks,DAL,Milwaukee Bucks,MIL
"Sat, Nov 18, 2023",Memphis Grizzlies,MEM,San Antonio Spurs,SAS
"Sat, Nov 18, 2023",Oklahoma City Thunder,OKC,Golden State Warriors,GSW
"Sun, Nov 19, 2023",Philadelphia 76ers,PHI,Brooklyn Nets,BKN
"Sun, Nov 19, 2023",Detroit Pistons,DET,Toronto Raptors,TOR
"Sun, Nov 19, 2023",Orlando Magic,ORL,Indiana Pacers,IND
"Sun, Nov 19, 2023",Denver Nuggets,DEN,Cleveland Cavaliers,CLE
"Sun, Nov 19, 2023",Sacramento Kings,SAC,Dallas Mavericks,DAL
"Sun, Nov 19, 2023",Boston Celtics,BOS,Memphis Grizzlies,MEM
"Sun, Nov 19, 2023",Phoenix Suns,PHO,Utah Jazz,UTA
"Sun, Nov 19, 2023",Oklahoma City Thunder,OKC,Portland Trail Blazers,POR
"Sun, Nov 19, 2023",Houston Rockets,HOU,Los Angeles Lakers,LAL
"Mon, Nov 20, 2023",Boston Celtics,BOS,Charlotte Hornets,CHA
"Mon, Nov 20, 2023",Denver Nuggets,DEN,Detroit Pistons,DET
"Mon, Nov 20, 2023",Milwaukee Bucks,MIL,Washington Wizards,WAS
"Mon, Nov 20, 2023",Miami Heat,MIA,Chicago Bulls,CHI
"Mon, Nov 20, 2023",New York Knicks,NYK,Minnesota Timberwolves,MIN
"Mon, Nov 20, 2023",Sacramento Kings,SAC,New Orleans Pelicans,NOP
"Mon, Nov 20, 2023",Los Angeles Clippers,LAC,San Antonio Spurs,SAS
"Mon, Nov 20, 2023",Houston Rockets,HOU,Golden State Warriors,GSW
"Tue, Nov 21, 2023",Toronto Raptors,TOR,Orlando Magic,ORL
"Tue, Nov 21, 2023",Indiana Pacers,IND,Atlanta Hawks,ATL
"Tue, Nov 21, 2023",Cleveland Cavaliers,CLE,Philadelphia 76ers,PHI
"Tue, Nov 21, 2023",Portland Trail Blazers,POR,Phoenix Suns,PHO
"Tue, Nov 21, 2023",Utah Jazz,UTA,Los Angeles Lakers,LAL
"Wed, Nov 22, 2023",Washington Wizards,WAS,Charlotte Hornets,CHA
"Wed, Nov 22, 2023",Denver Nuggets,DEN,Orlando Magic,ORL
"Wed, Nov 22, 2023",Brooklyn Nets,BKN,Atlanta Hawks,ATL
"Wed, Nov 22, 2023",Milwaukee Bucks,MIL,Boston Celtics,BOS
"Wed, Nov 22, 2023",Miami Heat,MIA,Cleveland Cavaliers,CLE
"Wed, Nov 22, 2023",Toronto Raptors,TOR,Indiana Pacers,IND
"Wed, Nov 22, 2023",Memphis Grizzlies,MEM,Houston Rockets,HOU
"Wed, Nov 22, 2023",Philadelphia 76ers,PHI,Minnesota Timberwolves,MIN
"Wed, Nov 22, 2023",Sacramento Kings,SAC,New Orleans Pelicans,NOP
"Wed, Nov 22, 2023",Chicago Bulls,CHI,Oklahoma City Thunder,OKC
"Wed, Nov 22, 2023",Los Angeles Clippers,LAC,San Antonio Spurs,SAS
"Wed, Nov 22, 2023",Golden State Warriors,GSW,Phoenix Suns,PHO
"Wed, Nov 22, 2023",Utah Jazz,UTA,Portland Trail Blazers,POR
"Wed, Nov 22, 2023",Dallas Mavericks,DAL,Los Angeles Lakers,LAL
"Fri, Nov 24, 2023",Boston Celtics,BOS,Orlando Magic,ORL
"Fri, Nov 24, 2023",Phoenix Suns,PHO,Memphis Grizzlies,MEM
"Fri, Nov 24, 2023",Miami Heat,MIA,New York Knicks,NYK
"Fri, Nov 24, 2023",Chicago Bulls,CHI,Toronto Raptors,TOR
"Fri, Nov 24, 2023",Denver Nuggets,DEN,Houston Rockets,HOU
"Fri, Nov 24, 2023",Detroit Pistons,DET,Indiana Pacers,IND
"Fri, Nov 24, 2023",Washington Wizards,WAS,Milwaukee Bucks,MIL
"Fri, Nov 24, 2023",Sacramento Kings,SAC,Minnesota Timberwolves,MIN
"Fri, Nov 24, 2023",San Antonio Spurs,SAS,Golden State Warriors,GSW
"Fri, Nov 24, 2023",New Orleans Pelicans,NOP,Los Angeles Clippers,LAC
"Sat, Nov 25, 2023",Philadelphia 76ers,PHI,Oklahoma City Thunder,OKC
"Sat, Nov 25, 2023",Miami Heat,MIA,Brooklyn Nets,BKN
"Sat, Nov 25, 2023",Atlanta Hawks,ATL,Washington Wizards,WAS
"Sat, Nov 25, 2023",Los Angeles Lakers,LAL,Cleveland Cavaliers,CLE
"Sat, Nov 25, 2023",New Orleans Pelicans,NOP,Utah Jazz,UTA
"Sat, Nov 25, 2023",Dallas Mavericks,DAL,Los Angeles Clippers,LAC
"Sun, Nov 26, 2023",Portland Trail Blazers,POR,Milwaukee Bucks,MIL
"Sun, Nov 26, 2023",Atlanta Hawks,ATL,Boston Celtics,BOS
"Sun, Nov 26, 2023",Minnesota Timberwolves,MIN,Memphis Grizzlies,MEM
"Sun, Nov 26, 2023",Phoenix Suns,PHO,New York Knicks,NYK
"Sun, Nov 26, 2023",Charlotte Hornets,CHA,Orlando Magic,ORL
"Sun, Nov 26, 2023",Chicago Bulls,CHI,Brooklyn Nets,BKN
"Sun, Nov 26, 2023",Toronto Raptors,TOR,Cleveland Cavaliers,CLE
"Sun, Nov 26, 2023",San Antonio Spurs,SAS,Denver Nuggets,DEN
"Mon, Nov 27, 2023",Washington Wizards,WAS,Detroit Pistons,DET
"Mon, Nov 27, 2023",Portland Trail Blazers,POR,Indiana Pacers,IND
"Mon, Nov 27, 2023",Los Angeles Lakers,LAL,Philadelphia 76ers,PHI
"Mon, Nov 27, 2023",New Orleans Pelicans,NOP,Utah Jazz,UTA
"Mon, Nov 27, 2023",Denver Nuggets,DEN,Los Angeles Clippers,LAC
"Tue, Nov 28, 2023",Chicago Bulls,CHI,Boston Celtics,BOS
"Tue, Nov 28, 2023",Toronto Raptors,TOR,Brooklyn Nets,BKN
"Tue, Nov 28, 2023",Atlanta Hawks,ATL,Cleveland Cavaliers,CLE
"Tue, Nov 28, 2023",Milwaukee Bucks,MIL,Miami Heat,MIA
"Tue, Nov 28, 2023",Charlotte Hornets,CHA,New York Knicks,NYK
"Tue, Nov 28, 2023",Oklahoma City Thunder,OKC,Minnesota Timberwolves,MIN
"Tue, Nov 28, 2023",Houston Rockets,HOU,Dallas Mavericks,DAL
"Tue, Nov 28, 2023",Golden State Warriors,GSW,Sacramento Kings,SAC
"Wed, Nov 29, 2023",Los Angeles Lakers,LAL,Detroit Pistons,DET
"Wed, Nov 29, 2023",Washington Wizards,WAS,Orlando Magic,ORL
"Wed, Nov 29, 2023",Phoenix Suns,PHO,Toronto Raptors,TOR
"Wed, Nov 29, 2023",Utah Jazz,UTA,Memphis Grizzlies,MEM
"Wed, Nov 29, 2023",Philadelphia 76ers,PHI,New Orleans Pelicans,NOP
"Wed, Nov 29, 2023",Houston Rockets,HOU,Denver Nuggets,DEN
"Wed, Nov 29, 2023",Los Angeles Clippers,LAC,Sacramento Kings,SAC
"Thu, Nov 30, 2023",Portland Trail Blazers,POR,Cleveland Cavaliers,CLE
"Thu, Nov 30, 2023",Charlotte Hornets,CHA,Brooklyn Nets,BKN
"Thu, Nov 30, 2023",Indiana Pacers,IND,Miami Heat,MIA
"Thu, Nov 30, 2023",Detroit Pistons,DET,New York Knicks,NYK
"Thu, Nov 30, 2023",Milwaukee Bucks,MIL,Chicago Bulls,CHI
"Thu, Nov 30, 2023",Utah Jazz,UTA,Minnesota Timberwolves,MIN
"Thu, Nov 30, 2023",Los Angeles Lakers,LAL,Oklahoma City Thunder,OKC
"Thu, Nov 30, 2023",Atlanta Hawks,ATL,San Antonio Spurs,SAS
"Thu, Nov 30, 2023",Los Angeles Clippers,LAC,Golden State Warriors,GSW
"Fri, Dec 1, 2023",Washington Wizards,WAS,Orlando Magic,ORL
"Fri, Dec 1, 2023",Philadelphia 76ers,PHI,Boston Celtics,BOS
"Fri, Dec 1, 2023",Memphis Grizzlies,MEM,Dallas Mavericks,DAL
"Fri, Dec 1, 2023",New York Knicks,NYK,Toronto Raptors,TOR
"Fri, Dec 1, 2023",San Antonio Spurs,SAS,New Orleans Pelicans,NOP
"Fri, Dec 1, 2023",Denver Nuggets,DEN,Phoenix Suns,PHO
"Sat, Dec 2, 2023",Golden State Warriors,GSW,Los Angeles Clippers,LAC
"Sat, Dec 2, 2023",Minnesota Timberwolves,MIN,Charlotte Hornets,CHA
"Sat, Dec 2, 2023",Orlando Magic,ORL,Brooklyn Nets,BKN
"Sat, Dec 2, 2023",Cleveland Cavaliers,CLE,Detroit Pistons,DET
"Sat, Dec 2, 2023",New Orleans Pelicans,NOP,Chicago Bulls,CHI
"Sat, Dec 2, 2023",Indiana Pacers,IND,Miami Heat,MIA
"Sat, Dec 2, 2023",Atlanta Hawks,ATL,Milwaukee Bucks,MIL
"Sat, Dec 2, 2023",Oklahoma City Thunder,OKC,Dallas Mavericks,DAL
"Sat, Dec 2, 2023",Memphis Grizzlies,MEM,Phoenix Suns,PHO
"Sat, Dec 2, 2023",Portland Trail Blazers,POR,Utah Jazz,UTA
"Sat, Dec 2, 2023",Denver Nuggets,DEN,Sacramento Kings,SAC
"Sat, Dec 2, 2023",Houston Rockets,HOU,Los Angeles Lakers,LAL
"Mon, Dec 11, 2023",Miami Heat,MIA,Charlotte Hornets,CHA
"Mon, Dec 11, 2023",Indiana Pacers,IND,Detroit Pistons,DET
"Mon, Dec 11, 2023",Cleveland Cavaliers,CLE,Orlando Magic,ORL
"Mon, Dec 11, 2023",Washington Wizards,WAS,Philadelphia 76ers,PHI
"Mon, Dec 11, 2023",Denver Nuggets,DEN,Atlanta Hawks,ATL
"Mon, Dec 11, 2023",Toronto Raptors,TOR,New York Knicks,NYK
"Mon, Dec 11, 2023",San Antonio Spurs,SAS,Houston Rockets,HOU
"Mon, Dec 11, 2023",Dallas Mavericks,DAL,Memphis Grizzlies,MEM
"Mon, Dec 11, 2023",Chicago Bulls,CHI,Milwaukee Bucks,MIL
"Mon, Dec 11, 2023",Minnesota Timberwolves,MIN,New Orleans Pelicans,NOP
"Mon, Dec 11, 2023",Utah Jazz,UTA,Oklahoma City Thunder,OKC
"Mon, Dec 11, 2023",Brooklyn Nets,BKN,Sacramento Kings,SAC
"Mon, Dec 11, 2023",Portland Trail Blazers,POR,Los Angeles Clippers,LAC
"Tue, Dec 12, 2023",Cleveland Cavaliers,CLE,Boston Celtics,BOS
"Tue, Dec 12, 2023",Los Angeles Lakers,LAL,Dallas Mavericks,DAL
"Tue, Dec 12, 2023",Denver Nuggets,DEN,Chicago Bulls,CHI
"Tue, Dec 12, 2023",Golden State Warriors,GSW,Phoenix Suns,PHO
"Tue, Dec 12, 2023",Sacramento Kings,SAC,Los Angeles Clippers,LAC
"Wed, Dec 13, 2023",Philadelphia 76ers,PHI,Detroit Pistons,DET
"Wed, Dec 13, 2023",New Orleans Pelicans,NOP,Washington Wizards,WAS
"Wed, Dec 13, 2023",Charlotte Hornets,CHA,Miami Heat,MIA
"Wed, Dec 13, 2023",Atlanta Hawks,ATL,Toronto Raptors,TOR
"Wed, Dec 13, 2023",Memphis Grizzlies,MEM,Houston Rockets,HOU
"Wed, Dec 13, 2023",Indiana Pacers,IND,Milwaukee Bucks,MIL
"Wed, Dec 13, 2023",Los Angeles Lakers,LAL,San Antonio Spurs,SAS
"Wed, Dec 13, 2023",Brooklyn Nets,BKN,Phoenix Suns,PHO
"Wed, Dec 13, 2023",New York Knicks,NYK,Utah Jazz,UTA
"Thu, Dec 14, 2023",Cleveland Cavaliers,CLE,Boston Celtics,BOS
"Thu, Dec 14, 2023",Chicago Bulls,CHI,Miami Heat,MIA
"Thu, Dec 14, 2023",Minnesota Timberwolves,MIN,Dallas Mavericks,DAL
"Thu, Dec 14, 2023",Brooklyn Nets,BKN,Denver Nuggets,DEN
"Thu, Dec 14, 2023",Utah Jazz,UTA,Portland Trail Blazers,POR
"Thu, Dec 14, 2023",Oklahoma City Thunder,OKC,Sacramento Kings,SAC
"Thu, Dec 14, 2023",Golden State Warriors,GSW,Los Angeles Clippers,LAC
"Fri, Dec 15, 2023",New Orleans Pelicans,NOP,Charlotte Hornets,CHA
"Fri, Dec 15, 2023",Detroit Pistons,DET,Philadelphia 76ers,PHI
"Fri, Dec 15, 2023",Indiana Pacers,IND,Washington Wizards,WAS
"Fri, Dec 15, 2023",Orlando Magic,ORL,Boston Celtics,BOS
"Fri, Dec 15, 2023",Los Angeles Lakers,LAL,San Antonio Spurs,SAS
"Fri, Dec 15, 2023",Atlanta Hawks,ATL,Toronto Raptors,TOR
"Fri, Dec 15, 2023",Houston Rockets,HOU,Memphis Grizzlies,MEM
